date,adj_close,close,high,low,open,volume
2024-08-01,7325.98486328125,7325.98486328125,7325.98486328125,7258.8740234375,7274.51708984375,119012300
2024-08-02,7308.123046875,7308.123046875,7337.98095703125,7264.0078125,7304.0859375,130681400
2024-08-05,7059.65283203125,7059.65283203125,7257.47607421875,6998.81103515625,7254.61279296875,196047200
2024-08-06,7129.21484375,7129.21484375,7167.259765625,7066.5009765625,7098.6728515625,122457600
2024-08-07,7212.130859375,7212.130859375,7246.2578125,7147.29296875,7149.5087890625,128572200
2024-08-08,7195.12109375,7195.12109375,7234.44677734375,7181.76611328125,7212.7412109375,125248900
2024-08-09,7256.99609375,7256.99609375,7267.421875,7219.9228515625,7219.98388671875,112712600
2024-08-12,7297.625,7297.625,7297.625,7230.78515625,7265.15087890625,156405500
2024-08-13,7356.63818359375,7356.63818359375,7366.65087890625,7286.5498046875,7316.42822265625,146066800
2024-08-14,7436.0390625,7436.0390625,7445.6640625,7372.89111328125,7377.0068359375,168060500
2024-08-15,7409.5009765625,7409.5009765625,7460.38720703125,7386.73681640625,7442.91015625,150416800
2024-08-16,7432.08984375,7432.08984375,7459.7490234375,7417.20703125,7443.93505859375,151268200
2024-08-19,7466.8310546875,7466.8310546875,7466.8310546875,7420.3759765625,7428.7412109375,138674400
2024-08-20,7533.98486328125,7533.98486328125,7538.1572265625,7482.5048828125,7490.31982421875,183613200
2024-08-21,7554.5927734375,7554.5927734375,7594.546875,7543.63916015625,7563.08203125,199930800
2024-08-22,7488.67578125,7488.67578125,7540.27294921875,7460.40380859375,7531.34716796875,140745300
2024-08-23,7544.2978515625,7544.2978515625,7567.51416015625,7507.73779296875,7510.6640625,128771000
2024-08-26,7606.19482421875,7606.19482421875,7619.90283203125,7549.412109375,7549.412109375,142108800
2024-08-27,7597.880859375,7597.880859375,7610.201171875,7547.26318359375,7598.4638671875,141150100
2024-08-28,7658.875,7658.875,7672.287109375,7581.048828125,7604.3271484375,152042100
2024-08-29,7627.60400390625,7627.60400390625,7715.7587890625,7627.60400390625,7679.52783203125,153940300
2024-08-30,7670.73291015625,7670.73291015625,7673.18212890625,7616.34521484375,7642.77880859375,194479000
2024-09-02,7694.52978515625,7694.52978515625,7726.18798828125,7669.921875,7686.5390625,156165700
2024-09-03,7616.52099609375,7616.52099609375,7726.662109375,7598.46923828125,7706.65087890625,165704700
2024-09-04,7672.89599609375,7672.89599609375,7672.89599609375,7546.048828125,7577.09619140625,147636500
2024-09-05,7681.04296875,7681.04296875,7722.22509765625,7650.80419921875,7679.64892578125,137717400
2024-09-06,7721.84619140625,7721.84619140625,7754.47509765625,7683.7041015625,7684.81201171875,122729500
2024-09-09,7702.73876953125,7702.73876953125,7748.3251953125,7654.72509765625,7729.2548828125,138539000
2024-09-10,7761.38818359375,7761.38818359375,7764.77978515625,7723.30078125,7725.283203125,196539800
2024-09-11,7760.955078125,7760.955078125,7802.47607421875,7736.78076171875,7770.26806640625,171932600
2024-09-12,7798.15380859375,7798.15380859375,7833.27197265625,7782.01611328125,7782.01611328125,252749100
2024-09-13,7812.130859375,7812.130859375,7828.9658203125,7775.63623046875,7805.68994140625,162457200
2024-09-17,7831.77880859375,7831.77880859375,7854.01806640625,7802.27001953125,7832.52490234375,216113800
2024-09-18,7829.134765625,7829.134765625,7879.0439453125,7818.9599609375,7845.81396484375,241800200
2024-09-19,7905.39013671875,7905.39013671875,7910.55615234375,7853.35302734375,7858.11279296875,259454000
2024-09-20,7743.00390625,7743.00390625,7904.51318359375,7738.32080078125,7904.39501953125,317741900
2024-09-23,7775.73095703125,7775.73095703125,7775.73095703125,7675.291015625,7743.201171875,260227800
2024-09-24,7778.4912109375,7778.4912109375,7810.5400390625,7717.8388671875,7774.55615234375,182808900
2024-09-25,7740.90185546875,7740.90185546875,7760.8837890625,7633.44677734375,7747.85498046875,276661800
2024-09-26,7744.51611328125,7744.51611328125,7763.0810546875,7673.0478515625,7723.09716796875,202756700
2024-09-27,7696.916015625,7696.916015625,7736.916015625,7663.47607421875,7713.7998046875,190512300
2024-09-30,7527.92919921875,7527.92919921875,7679.2421875,7527.92919921875,7674.2861328125,222223500
2024-10-01,7642.1328125,7642.1328125,7642.1328125,7547.11083984375,7551.4619140625,206962900
2024-10-02,7563.26220703125,7563.26220703125,7619.10400390625,7501.4599609375,7601.73779296875,315317300
2024-10-03,7543.828125,7543.828125,7581.333984375,7504.4072265625,7567.44921875,189365800
2024-10-04,7496.0908203125,7496.0908203125,7549.23291015625,7467.7958984375,7531.7919921875,223945300
2024-10-07,7504.134765625,7504.134765625,7540.23583984375,7450.1982421875,7493.6572265625,235809600
2024-10-08,7557.14208984375,7557.14208984375,7592.8837890625,7449.47900390625,7486.72119140625,194830700
2024-10-09,7501.28515625,7501.28515625,7595.576171875,7501.216796875,7556.55517578125,169190500
2024-10-10,7480.080078125,7480.080078125,7528.953125,7467.81884765625,7501.869140625,157952700
2024-10-11,7520.60205078125,7520.60205078125,7549.541015625,7506.27587890625,7520.52978515625,159472100
2024-10-14,7559.65478515625,7559.65478515625,7570.26708984375,7518.81298828125,7518.81298828125,205872100
2024-10-15,7626.951171875,7626.951171875,7635.0439453125,7573.4521484375,7579.0458984375,218732600
2024-10-16,7648.93994140625,7648.93994140625,7658.39794921875,7616.60400390625,7645.2119140625,197424300
2024-10-17,7735.0390625,7735.0390625,7758.669921875,7657.72119140625,7661.0732421875,224594300
2024-10-18,7760.06005859375,7760.06005859375,7790.7109375,7718.6767578125,7762.15185546875,234291900
2024-10-21,7772.59619140625,7772.59619140625,7795.0869140625,7739.88720703125,7780.2451171875,246855900
2024-10-22,7788.98291015625,7788.98291015625,7801.40380859375,7731.9609375,7752.3837890625,286785700
2024-10-23,7787.56494140625,7787.56494140625,7805.9169921875,7761.251953125,7774.009765625,269650200
2024-10-24,7716.548828125,7716.548828125,7794.86279296875,7716.548828125,7778.65576171875,242869700
2024-10-25,7694.66015625,7694.66015625,7752.2509765625,7678.17822265625,7717.42578125,205788500
2024-10-28,7634.630859375,7634.630859375,7714.73876953125,7599.62109375,7705.873046875,197205700
2024-10-29,7606.60009765625,7606.60009765625,7666.43017578125,7587.2099609375,7625.4677734375,182774700
2024-10-30,7569.85009765625,7569.85009765625,7581.9091796875,7521.73486328125,7558.7958984375,168203300
2024-10-31,7574.01904296875,7574.01904296875,7617.36279296875,7558.68310546875,7569.71923828125,203290200
2024-11-01,7505.2568359375,7505.2568359375,7583.68798828125,7485.45703125,7573.7939453125,155270800
2024-11-04,7479.5029296875,7479.5029296875,7529.703125,7415.80908203125,7505.11083984375,212287900
2024-11-05,7491.93115234375,7491.93115234375,7496.99609375,7451.5478515625,7474.4521484375,182653900
2024-11-06,7383.8681640625,7383.8681640625,7506.60107421875,7363.03076171875,7495.130859375,235788800
2024-11-07,7243.85986328125,7243.85986328125,7381.7578125,7243.85986328125,7373.56689453125,204087800
2024-11-08,7287.19091796875,7287.19091796875,7350.36181640625,7263.9619140625,7263.9619140625,148863600
2024-11-11,7266.4599609375,7266.4599609375,7282.19580078125,7182.31201171875,7259.2900390625,221004900
2024-11-12,7321.98583984375,7321.98583984375,7344.07421875,7268.60888671875,7271.173828125,287694700
2024-11-13,7308.6708984375,7308.6708984375,7370.39306640625,7304.873046875,7344.0078125,226286700
2024-11-14,7214.56103515625,7214.56103515625,7318.77587890625,7214.56103515625,7303.90087890625,209423400
2024-11-15,7161.2578125,7161.2578125,7241.6591796875,7122.67578125,7192.208984375,213100000
2024-11-18,7134.27685546875,7134.27685546875,7174.7529296875,7118.869140625,7152.076171875,191734000
2024-11-19,7195.71484375,7195.71484375,7229.8310546875,7136.69091796875,7140.19482421875,205098000
2024-11-20,7180.3349609375,7180.3349609375,7229.7060546875,7171.26513671875,7213.9951171875,164074200
2024-11-21,7140.912109375,7140.912109375,7209.35791015625,7140.912109375,7168.326171875,155717100
2024-11-22,7195.56494140625,7195.56494140625,7215.68701171875,7154.4521484375,7154.68212890625,205841500
2024-11-25,7314.10791015625,7314.10791015625,7329.4921875,7218.828125,7218.9521484375,264819900
2024-11-26,7245.88818359375,7245.88818359375,7341.59521484375,7245.88818359375,7329.5322265625,164096700
2024-11-28,7200.1572265625,7200.1572265625,7249.69287109375,7195.66796875,7215.9072265625,178995100
2024-11-29,7114.26611328125,7114.26611328125,7189.12890625,7107.2841796875,7168.00390625,218431100
2024-12-02,7046.98583984375,7046.98583984375,7153.02978515625,7041.341796875,7117.75390625,163941100
2024-12-03,7196.01708984375,7196.01708984375,7196.01708984375,7102.216796875,7104.93017578125,176316700
2024-12-04,7326.76416015625,7326.76416015625,7328.32421875,7187.47802734375,7198.09814453125,166379200
2024-12-05,7313.31298828125,7313.31298828125,7338.60400390625,7283.5,7326.02392578125,131417800
2024-12-06,7382.78515625,7382.78515625,7382.80908203125,7287.59619140625,7302.6650390625,130161700
2024-12-09,7437.73095703125,7437.73095703125,7440.97900390625,7380.66015625,7382.61376953125,230130900
2024-12-10,7453.287109375,7453.287109375,7457.80517578125,7396.7900390625,7448.76806640625,203350400
2024-12-11,7464.751953125,7464.751953125,7530.55908203125,7444.173828125,7444.85888671875,235486300
2024-12-12,7394.23779296875,7394.23779296875,7470.89404296875,7380.02685546875,7441.97314453125,147665300
2024-12-13,7324.7890625,7324.7890625,7399.89697265625,7324.7890625,7379.7509765625,120050700
2024-12-16,7258.630859375,7258.630859375,7320.794921875,7204.65380859375,7304.2177734375,186546900
2024-12-17,7157.73193359375,7157.73193359375,7263.31494140625,7132.05712890625,7238.173828125,157427600
2024-12-18,7107.875,7107.875,7216.8828125,7105.06787109375,7168.966796875,122373300
2024-12-19,6977.23779296875,6977.23779296875,7040.548828125,6951.0517578125,7034.6171875,170862900
2024-12-20,6983.865234375,6983.865234375,7032.40087890625,6931.5810546875,6980.1748046875,145749700
2024-12-23,7096.44482421875,7096.44482421875,7096.44482421875,7035.72705078125,7037.52978515625,138664700
2024-12-24,7065.74609375,7065.74609375,7120.576171875,7063.7548828125,7115.63720703125,110632900
2024-12-27,7036.57080078125,7036.57080078125,7100.27001953125,7024.71484375,7073.375,144277600
2024-12-30,7079.90478515625,7079.90478515625,7079.90478515625,6993.07177734375,7026.77685546875,159672400
2025-01-02,7163.205078125,7163.205078125,7163.205078125,7088.31982421875,7092.42919921875,161752600
2025-01-03,7164.42919921875,7164.42919921875,7197.0078125,7135.27587890625,7177.25,182944400
2025-01-06,7080.47412109375,7080.47412109375,7182.01904296875,7073.9541015625,7176.1162109375,192190300
2025-01-07,7083.2841796875,7083.2841796875,7103.18505859375,7029.51220703125,7074.259765625,144709900
2025-01-08,7080.35205078125,7080.35205078125,7129.2939453125,7046.169921875,7099.658203125,147124800
2025-01-09,7064.587890625,7064.587890625,7106.4580078125,7062.09521484375,7093.25390625,148465600
2025-01-10,7088.8662109375,7088.8662109375,7121.62890625,7074.14404296875,7076.90478515625,166170500
2025-01-13,7016.87890625,7016.87890625,7089.56982421875,6986.5927734375,7076.6982421875,149887800
2025-01-14,6956.6650390625,6956.6650390625,7042.3310546875,6956.6650390625,7014.798828125,151037100
2025-01-15,7079.56201171875,7079.56201171875,7084.56494140625,6977.77294921875,6992.84814453125,173538400
2025-01-16,7107.51904296875,7107.51904296875,7190.61181640625,7071.9111328125,7165.17578125,144790100
2025-01-17,7154.658203125,7154.658203125,7178.81494140625,7084.2978515625,7115.05322265625,197761000
2025-01-20,7170.73681640625,7170.73681640625,7201.60693359375,7165.44384765625,7188.40185546875,183080100
2025-01-21,7181.81982421875,7181.81982421875,7221.73095703125,7176.33203125,7207.59423828125,176177100
2025-01-22,7257.1279296875,7257.1279296875,7267.48681640625,7223.255859375,7227.02197265625,146457400
2025-01-23,7232.64306640625,7232.64306640625,7324.6259765625,7232.64306640625,7275.0009765625,142025900
2025-01-24,7166.05615234375,7166.05615234375,7261.4482421875,7166.05615234375,7255.02294921875,122224300
2025-01-30,7073.47802734375,7073.47802734375,7150.29296875,7042.68798828125,7142.787109375,156862200
2025-01-31,7109.19580078125,7109.19580078125,7174.7451171875,7095.67822265625,7113.5751953125,125561900
2025-02-03,7030.05810546875,7030.05810546875,7089.69677734375,6933.14306640625,7087.751953125,135419500
2025-02-04,7073.458984375,7073.458984375,7125.94287109375,7037.625,7051.48486328125,250749100
2025-02-05,7024.22802734375,7024.22802734375,7079.4619140625,7002.52099609375,7071.5771484375,247130700
2025-02-06,6875.5361328125,6875.5361328125,7033.619140625,6830.11181640625,7030.18896484375,170868800
2025-02-07,6742.576171875,6742.576171875,6769.78076171875,6656.72412109375,6758.10400390625,152142600
2025-02-10,6648.14208984375,6648.14208984375,6713.9521484375,6585.98486328125,6681.23388671875,153503000
2025-02-11,6531.990234375,6531.990234375,6658.23095703125,6500.4638671875,6629.81494140625,146025200
2025-02-12,6645.77783203125,6645.77783203125,6645.77783203125,6537.47607421875,6540.94677734375,141288200
2025-02-13,6613.56787109375,6613.56787109375,6647.10498046875,6565.77685546875,6637.419921875,126053300
2025-02-14,6638.458984375,6638.458984375,6679.39697265625,6609.6708984375,6640.130859375,121300000
2025-02-17,6830.8818359375,6830.8818359375,6830.8818359375,6658.22021484375,6663.30517578125,136644900
2025-02-18,6873.55419921875,6873.55419921875,6908.7001953125,6830.77587890625,6847.76611328125,158584300
2025-02-19,6794.8681640625,6794.8681640625,6886.9228515625,6773.9072265625,6877.1572265625,159932500
2025-02-20,6788.0419921875,6788.0419921875,6836.72314453125,6755.43017578125,6796.669921875,168907900
2025-02-21,6803.0009765625,6803.0009765625,6814.8662109375,6758.35302734375,6788.89599609375,131140300
2025-02-24,6749.60107421875,6749.60107421875,6818.7939453125,6732.4091796875,6801.67578125,156247700
2025-02-25,6587.0869140625,6587.0869140625,6772.64990234375,6576.96923828125,6749.43701171875,194167900
2025-02-26,6606.17822265625,6606.17822265625,6682.869140625,6547.2412109375,6627.02099609375,135195100
2025-02-27,6485.4482421875,6485.4482421875,6626.259765625,6443.22021484375,6609.88818359375,156489700
2025-02-28,6270.59716796875,6270.59716796875,6447.8828125,6246.27880859375,6446.64404296875,196893700
2025-03-03,6519.658203125,6519.658203125,6570.951171875,6347.09521484375,6362.14892578125,170810200
2025-03-04,6380.40087890625,6380.40087890625,6528.96923828125,6361.40380859375,6524.701171875,149084200
2025-03-05,6531.39892578125,6531.39892578125,6570.81982421875,6404.68896484375,6404.68896484375,143533500
2025-03-06,6617.84716796875,6617.84716796875,6667.89306640625,6573.798828125,6577.84521484375,138941500
2025-03-07,6636.0,6636.0,6682.93798828125,6577.83203125,6631.31103515625,198389400
2025-03-10,6598.2119140625,6598.2119140625,6629.44189453125,6568.1259765625,6618.9169921875,153564400
2025-03-11,6545.85009765625,6545.85009765625,6567.5849609375,6499.041015625,6535.8701171875,150016300
2025-03-12,6665.044921875,6665.044921875,6665.044921875,6566.203125,6566.798828125,139690400
2025-03-13,6647.4169921875,6647.4169921875,6707.38623046875,6618.5390625,6700.10693359375,139851000
2025-03-14,6515.630859375,6515.630859375,6632.078125,6514.69189453125,6623.69091796875,122970500
2025-03-17,6471.94677734375,6471.94677734375,6557.41015625,6445.97509765625,6490.6708984375,126321100
2025-03-18,6223.38818359375,6223.38818359375,6465.22412109375,6011.841796875,6458.666015625,233069600
2025-03-19,6311.66015625,6311.66015625,6332.73486328125,6147.42578125,6221.19580078125,126795800
2025-03-20,6381.673828125,6381.673828125,6446.88916015625,6353.69384765625,6372.61083984375,146168800
2025-03-21,6258.17919921875,6258.17919921875,6426.1650390625,6218.60107421875,6418.39013671875,190225100
2025-03-24,6161.2177734375,6161.2177734375,6269.90380859375,5967.19384765625,6242.23486328125,124187900
2025-03-25,6235.619140625,6235.619140625,6265.2958984375,6178.490234375,6197.98681640625,111267000
2025-03-26,6472.35595703125,6472.35595703125,6489.14892578125,6312.966796875,6314.3291015625,159762700
2025-03-27,6510.6201171875,6510.6201171875,6510.6201171875,6417.240234375,6462.59619140625,121855500
2025-04-08,5996.14208984375,5996.14208984375,6036.55419921875,5882.60498046875,5914.2880859375,184790800
2025-04-09,5967.98779296875,5967.98779296875,6092.412109375,5949.60107421875,5978.44091796875,150044400
2025-04-10,6254.02392578125,6254.02392578125,6310.8251953125,6188.669921875,6270.61083984375,181443500
2025-04-11,6262.22607421875,6262.22607421875,6298.77783203125,6148.77587890625,6195.56787109375,117642700
2025-04-14,6368.51708984375,6368.51708984375,6404.06982421875,6225.3369140625,6225.3369140625,149701700
2025-04-15,6441.68310546875,6441.68310546875,6497.5322265625,6395.9267578125,6444.341796875,147079600
2025-04-16,6400.05419921875,6400.05419921875,6469.59716796875,6373.7900390625,6461.27392578125,142022700
2025-04-17,6438.26904296875,6438.26904296875,6438.26904296875,6384.28515625,6407.02099609375,131124200
2025-04-21,6445.966796875,6445.966796875,6472.5380859375,6406.80322265625,6450.31396484375,108855100
2025-04-22,6538.26611328125,6538.26611328125,6538.32177734375,6428.10498046875,6455.0791015625,150312500
2025-04-23,6634.376953125,6634.376953125,6642.9150390625,6588.2568359375,6589.3271484375,184488000
2025-04-24,6613.47802734375,6613.47802734375,6697.90087890625,6585.4560546875,6671.06787109375,159090300
2025-04-25,6678.9150390625,6678.9150390625,6683.36083984375,6640.77783203125,6660.619140625,169030400
2025-04-28,6722.9658203125,6722.9658203125,6738.35205078125,6688.77978515625,6716.21484375,164549400
2025-04-29,6749.0751953125,6749.0751953125,6763.88720703125,6724.31787109375,6748.98779296875,193012300
